bedrooms_log,bathrooms_log,sqft_living_log,sqft_lot_log,floors_log,grade_log,yr_built_log,condition_log,waterfront_dummy__1,view_dummy__1,view_dummy__2,view_dummy__3,view_dummy__4,sqft_basement_dummy__1,zipcode_dummy__B,zipcode_dummy__C,zipcode_dummy__D,zipcode_dummy__E,zipcode_dummy__F,zipcode_dummy__G,zipcode_dummy__H,zipcode_dummy__I
-0.2737263772967459,-1.7342972308017468,-1.1337809890371011,-0.3162239604730033,-0.9498398166922812,-0.5147895292259912,-0.5209880747374103,-0.6276770926448692,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.2737263772967459,0.37803265542738224,0.8045293372706812,0.03489388296446038,1.0156098702477672,-0.5147895292259912,-0.6571450989620974,-0.6276770926448692,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1.7266588420215907,-1.7342972308017468,-2.19677359439305,0.4913092516779336,-0.9498398166922812,-1.6115639239909902,-1.273326435745786,-0.6276770926448692,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7571456119966302,1.1273936080967328,0.12979515004419775,-0.4890908192814721,-0.9498398166922812,-0.5147895292259912,-0.18181058470122055,2.216138310725518,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.2737263772967459,0.07122866498216805,-0.2540629338454314,0.1897648548598996,-0.9498398166922812,0.43527966600561424,0.558343905338595,-0.6276770926448692,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2737263772967459,0.37803265542738224,-0.20271784678074006,-0.05023228649200563,1.0156098702477672,-0.5147895292259912,0.8254608647772663,-0.6276770926448692,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.2737263772967459,-0.6781322876871824,-1.4008382854005743,0.44983026133758097,-0.9498398166922812,-0.5147895292259912,-0.2495077838698023,-0.6276770926448692,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.2737263772967459,-1.7342972308017468,-0.11008361622207287,0.07873743904066417,-0.9498398166922812,-0.5147895292259912,-0.351183017309953,-0.6276770926448692,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-0.2737263772967459,0.6524781768816824,0.03923431552400439,-0.10500171883700854,1.0156098702477672,-0.5147895292259912,1.0915088190177085,-0.6276770926448692,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.2737263772967459,0.6524781768816824,1.6159557945764946,0.462156740873776,-0.9498398166922812,0.43527966600561424,-0.18181058470122055,-0.6276770926448692,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-1.7266588420215907,-1.7342972308017468,-1.176348666596701,-0.2312118691372577,-0.9498398166922812,-0.5147895292259912,-0.9645218574823258,0.9738766878418138,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.2737263772967459,-1.7342972308017468,-0.6552740391679456,1.4646905661617766,0.1998745472217831,-0.5147895292259912,-1.4799959612797466,0.9738766878418138,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.2737263772967459,-0.2765970119381385,-0.7620110283919512,0.4453078534897448,-0.9498398166922812,-0.5147895292259912,0.2229312672787877,0.9738766878418138,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.5567520479514614,0.07122866498216805,-0.06846456667331302,-0.5321728803745467,0.1998745472217831,-0.5147895292259912,-2.4180430818754823,-0.6276770926448692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7571456119966302,1.1273936080967328,1.147919000980357,-0.4890908192814721,1.0156098702477672,1.2733000872608158,0.2901493153096226,-0.6276770926448692,0,0,0,1,0,1,0,0,0,0,0,0,0,0
-0.2737263772967459,0.07122866498216805,0.03923431552400439,0.9712571805194878,1.0156098702477672,-0.5147895292259912,0.7921298819588144,-0.6276770926448692,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7571456119966302,-1.7342972308017468,-0.3755576878856076,-0.7024174776668354,0.1998745472217831,-0.5147895292259912,-1.860566910709022,0.9738766878418138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.7266588420215907,-1.7342972308017468,-1.0919287686001746,0.4699322454705976,-0.9498398166922812,-0.5147895292259912,-1.6873099874165716,0.9738766878418138,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.2737263772967459,-1.7342972308017468,-0.9902759402463998,0.4589766472449211,-0.9498398166922812,-0.5147895292259912,-0.046622650287270535,0.9738766878418138,0,0,0,0,0,0,0,0,0,0,1,0,0,0
